id,name,description,neighborhood_overview
2636301,Stylish Canyon Home Central to Everything,"This charming, centrally located canyon home underwent a full renovation in 2014 (new stainless appliances, flooring, custom cabinetry, granite counters, bathroom fixtures). You'll sleep in a quiet pocket of the vibrant Hillcrest neighborhood, yet just a short walk across a cute pedestrian bridge leads to shopping/eateries/bars. Attractions like Balboa Park/Zoo, SeaWorld, beaches, Gaslamp/Convention Center are nearby. Live like a local while enjoying all our beautiful city has to offer.<br /><br /><b>The space</b><br />This charming, centrally located canyon home underwent a major renovation in June 2014 complete with new appliances. It still feels and looks brand new! Located in the eclectic neighborhood of Hillcrest, the house is walking distance to shopping, a vibrant nightlife and a plethora of restaurants, and is just minutes by car to all of San Diego’s main attractions. Staying here is a great alternative to hotels and noisy beach condos. You’ll feel like one of the residents in","Hillcrest is a friendly and fun neighborhood filled with vibrant shopping, bars and restaurants. Everything you want is here and within walking distance. Enjoy the weekend farmer's market not far from our home - it's one of the best in the city."
2658016,La Jolla Shores Beach Landing 2 Blocks From Ocean,"2 blocks from La Jolla Shores! Live the beach life. Beautiful upscale neighborhood within 2 minute walking distance to restaurants, cafes, and world famous beach of San Diego’s Jewel - La Jolla. Surf, kayak, paddle board, snorkel! <br /><br />This is a queen size couch in a shared common space. Single females only please! Thank you! Mahalo.<br /><br /><b>The space</b><br />Smell the salty air, listen to the waves crash as you sleep. You will fall in love with this location!","Upscale beach area. Two blocks away is where all the tourists amenities are (hotels, resorts, fine dining, boutiques). It's a very quiet street until you walk a block out! So you get the best of both worlds. There is tennis and golfing at the Beach and Tennis Club for members or guests of the club."
2664145,Fabulous Mission Beach Ocean Front Condo,"Newly remodeled downstairs and kitchen - Jan 2018!<br />Walk out the front door to the sand, enjoy all the fun that Mission Beach has to offer. Located conveniently within 15 minutes to the San Diego Airport, Old Town, Downtown Gaslamp District, Petco Park, Convention Center, Sea World<br /><br /><b>The space</b><br />On the ocean.   Steps to the sand.  Your own private patio on the boardwalk.   Best people watching in San Diego!  Decorated with beach decor.  We are close to restaurants, shops and the Famous Belmont Park roller coaster!<br /><br /><b>Guest access</b><br />It is a ground floor unit on the ocean with three bedrooms upstairs.   You will enjoy the view from the master bedroom glass balcony, the flat screen tv’s in every bedroom, free wireless internet, and personal patio area with an outdoor BBQ.<br /><br /><b>Other things to note</b><br />The condo features a tandem parking garage. We have 3 beach bikes, chairs, boogie boards, beach towels, an umbrella and a cooler for yo","Located at 3405 Ocean Front Walk, about 6 blocks north of Belmont Oceanfront Park.   We are also located adjacent to Mission Bay Park which offers paths for walking, jogging, and playgrounds for children.   It is one of San Diego’s most popular locations to fly a kite, picnic or sail.<br /><br />It is located at 3405 Ocean Front Walk, about 6 blocks north of Belmont Oceanfront Park.   We are also located adjacent to Mission Bay Park which offers paths for walking, jogging, and playgrounds for children.   <br />It is a ground floor unit on the ocean with three bedrooms upstairs.   You will enjoy the view from the master bedroom glass balcony, the flat screen tv’s in every bedroom, wireless internet, and personal patio area with an outdoor BBQ."
2702647,"Location, Location, Location!  Bankers Hill!","Located in banker's hill bordered by Little Italy & Downtown duplex, 4 blocks to Little Italy/Balboa Park, a mile to Gaslamp/Convention center. The area is teeming w/trendy restaurants and lively nightlife, as well as a spectrum of boutique shops. Double pane windows, buffer out the air traffic with 5 minute travel time to and from the airport.  Incredible downtown/ocean views from the balcony off the master suite. 10.5% booking fee is due before check-in which is NOT included in AIRBNB charges.<br /><br /><b>The space</b><br />Guests will not have access to the garage. Pets required to be on a monthly flea program, to be housebroken, and to not suffer from separation anxiety.  Preapporval required.<br /><br /><b>Guest access</b><br />Guests will have access to the house but not to the garage.<br /><br /><b>Other things to note</b><br />A few house requests that can be very costly to fix: The toilets can not tolerate any foreign objects/material (i.e. feminine products, paper towels, n","You couldn't get a better location, pick the direction you want to walk and in four/five blocks you will be in the heart of one of San Diego's tourist attractions!"
2703885,North Bay Bungalow,"This is a great house for a fun family holiday. Unwind as you watch the boats sail by from your spacious outdoor deck. The game room alone, makes this place an ideal vacation spot. The sandy shores of the bay are right outside your gate.<br /><br /><b>The space</b><br />Sleeping Layout<br />Master: Queen Bed<br />2nd Bedroom: Queen Bed<br />3rd Bedroom: Queen Bed<br /><br />3 Bedrooms/2 Baths<br />Sleeps: 6 and 1600 Square Feet<br /><br /><b>Guest access</b><br />Parking : There are two outside parking spaces.<br /><br />* High Speed Internet<br />* Patio<br />* Gas BBQ<br />* Fireplace<br />* There is Room for an Air Mattress.<br />* Pool Table<br />* This is a Two Story h\House.<br /><br /><b>Other things to note</b><br />***RESERVATIONS: THIS PROPERTY REQUIRES A THREE NIGHT MINIMUM IN THE OFF SEASON AND A FULL WEEK (SATURDAY - SATURDAY) IN THE SUMMER MONTHS***<br />PLEASE NOTE THAT THE MONTHLY DISCOUNT DOESN'T APPLY TO JUNE THRU AUGUST DATES!!  PLEASE DO INQUIRY ABOUT FURTHER DISCOU",This house is located on the North East side of Mission  Bay.
2728811,P Beach Granny Flat Ocean View Deck,"We have instituted Airbnb’s suggested cleaning protocols in response to Covid19. <br /><br />Unique non-smoking, one bedroom w/bathroom & living room. A sliding door provides a lovely view of garden & fountain. Exclusive use of patio w/BBQ & table. Use of yard, roof top deck/ocean view, firepit, BBQ, bikes, beach toys, etc. Walk/bike to everything.<br /><br /><b>The space</b><br />We have instituted Airbnb’s suggested cleaning protocols in response to Covid19. <br /><br />Quiet neighborhood.  Please respect the ""village"" by being quiet between the hours of 10 pm and 8 am.  Walk to the beach or the bay, restaurants or bars or shopping.  New, bamboo floored retreat.  This has a queen size bed and is ground floor so handi- accessible. The sofa is a sleeper couch and not the weird unfolding one. Comfortably sleeps 4.  It can be combine with other listing (which is above it) for a 2 bedroom 2 bath and has sleeper mats for kids or extra folks.<br /><br /><b>Guest access</b><br />Shared areas","I love that you can walk to anything of interest in Pacific Beach, including the beach and the bay. It is quiet here and there is a great sea breeze to keep you cool. Much fun can be had when taking the bikes and going to the beach for volleyball, boogie boarding or just walking/riding the board walk."
2730356,Perfect in Every Way! 1-BDR APT.,"*Note: NO THIRD PARTY RENTERS, please!*<br /><br />This newly remodel unit is adjacent to our home (attached to it), with its own private entrance.<br />Fully equipped with A/C, WI-FI/HDTV, Cable.<br />Also, you have a beautiful seating area in the backyard, overlooking the canyon.<br /><br /><b>The space</b><br />Comfortable, clean and airy apartment overlooking a canyon; centrally located in the residential neighborhood Mission Village, just about a mile above the Qualcomm Stadium. A very convenient short drive to the Stadium where you can park for free and take the Trolley to many attractions!<br />About a mile away from Costco, Ikea and 15-20 minute drive to the beach and coastal attractions. We are 6 1/2 miles away from San Diego Zoo and 9 miles from Downtown.<br /><br />Smoke free.<br />Fully equipped. <br />Queen size bed.<br />Wireless Internet.<br />Central A/C, heating.<br />Cable, HDTV.<br />Dine ""Alfresco"" in the backyard, overlooking the canyon. A grill can be provided wit",
2747722,Spacious Beach Studio w/Air Conditioning!!!,"This awesome studio is located in the middle of Mission Beach just 1/2 block to the sand!  Many restaurants, cafes, and shops within a few blocks.<br /><br />Stay for a few days or a month... and really see what the beach life is like...<br /><br />Beautifully remodeled.  All new furniture, flooring and bathroom!  Perfect for a couple, or business travelers.<br /><br /><b>The space</b><br />This awesome studio is located in the middle of Mission Beach just 1/2 block to the sand!  Many restaurants, cafes, and shops within a few blocks.<br /><br />Unlike many beach properties...  This studio has Air Conditioning!<br /><br />A comfortable queen bed, bright dining area, and super fast WiFi make this an ideal place to work remotely.<br /><br />There is a TV with Netflix and Sling TV which allows you to watch most of your favorite TV shows live and many on demand too!  <br /><br />Apartment has a keypad for entry, so you don't need to worry about having to keep track of keys.<br /><br /><b>G","We are located in the center of Mission Beach with everything you need only a block or two away. (A large grocery store is about 1/2 mile away.)<br /><br />-- 1/2 block to the bay<br />-- 1 1/2 blocks to the beach<br />-- 1 to 3 blocks away from a few amazing cafes and coffee shops.<br />-- 1/2 mile to Garnet Ave; which makes up the heart of Pacific Beach, where you can find great shopping, restaurants, bars, coffee shops, Trader Joe's, Vons, a 24 hour fitness, many yoga studios, and much more..<br />-- 1 block to the nearest bus stop.<br />-- 1 mile to Historic Belmont Park where you can ride the roller coaster, eat some ice cream, and watch the people walk by as you enjoy a drink at one of the oceanfront bars/restaurants. <br />-- 3 miles to Sea World<br />-- 8 miles to North Park - The center of hip beer bars and breweries!<br />--Less than 9 miles to Downtown San Diego and the Gaslamp Quarter; which provide fun night life and more upscale restaurants and bars.<br />-- 9 miles to th"
2763850,Very nice 1bd 1ba condo near beach,"Note: This is monthly rental or longer only. Great for traveling nurses, doctors business professionals. Not set up for children however. Top floor, newly remodeled 1bd + 1ba  condo is close to: Beaches, Sea World, Mission Bay, Old Town. Beautiful view of the tropical courtyard. Many amenities onsite.<br /><br /><b>The space</b><br />This beautiful condo is close to all things San Diego - beach, bay, Sea World, Old Town! Also, Downtown and the Airport are only a few miles away. Kitchen is fully equipped and there are plenty of comforts like home. The facility has beautiful tropical grounds  feels like a resort with ponds, fountains, walking path and many sport accommodations.<br /><br /><b>Guest access</b><br />for your enjoyment, I provide all the toys you need for tennis, volleyball, badminton, ping pong and the pool. The exercise room has a steam room and a hot dry sauna.<br /><br /><b>Other things to note</b><br />The 2nd queen size bed is in the living room in the hide-a-bed couch",The condo is 2 blocks from the best local market with the most gluten free foods and many local organic produce options. Sea world is  only 1 mile away and so is ocean Beach.  Ocean Beach has many outstanding restaurants!
2771788,Awesome North Park 1 bedroom Condo,"Northpark is a fantastic, up and coming neighborhood within walking distance of Balboa Park and a 10 minute drive downtown. It's packed with bars and trendy restaurants. The apartment is right in the middle of all this, walking distance to it all.<br /><br /><b>The space</b><br />Northpark is a fantastic, up and coming neighborhood within walking distance of Balboa Park and a 10 minute drive downtown. It's packed with bars and trendy restaurants. The apartment is right in the middle of all this, walking distance to it all.<br /><br />+Charming 1 Bedroom, 1 Bath, in a gated complex <br />+Luxurious Queen size bed and a big sectional couch that sleeps 2.<br />+Hardwood floors <br />+Completely redone, new kitchen and bath <br />+Laundry onsite (coin-op) <br />+Dishwasher <br />+ Stove <br />+Microwave <br />+Large Refrigerator <br />+Very cozy <br />+ Small front patio <br />+Off street parking for 1 small car, free street parking for other cars <br />+ Very friendly neighborhood<br />+ ","The home is located in the heart of North Park where you can walk to all types of neighborhood shops, boutiques, coffee houses, pizza parlors, pubs, dive/sports/wine bars, breweries, ice cream, yogurt, sushi, burgers, tacos, grocery/convenience stores, parks, gym, salons, and more. Take a dance class at one of the nearby studios or an evening cooking class where you’ll meet new friends."
2777781,Historic Gallagher Home (2),"A home built in 1912, this home is located in the Banker's Hill area of San Diego.  We have three rooms listed and available at this location.  Two people per room. Maximum 14 day stay.  Two night minimum stay, no cleaning fee.<br /><br /><b>The space</b><br />Temporary lodging on 2nd floor for visitors to San Diego.  Note: $90 price is for ONE person, as is the weekly rate. Second person is at an additional charge.  <br /><br />You are welcome to stay in the house up till 2 PM the day of your check but must vacate the room by 11 am so that it can be cleaned for the next guest.<br /><br />House and area is located between downtown and Hillcrest. Close to Balboa Park, the bay, beaches, and airport. Bus lines are seconds away. A private room with a queen-size bed (medium firm). Built in closest. Private bath located outside room. Kitchen available for light cooking. Front porch, backyard pool and hot tub.   I also have two additional rooms available, if you are looking for more room!<br ","Banker's Hill is close to Mission Hill and uptown from San Diego's bustling downtown district is the trendy and hip neighborhood of Hillcrest. A hub of locally owned businesses, visitors will find a diverse and eclectic collection of boutiques, thrift stores, diners, restaurants and bars. Hillcrest offers an authentic, local San Diego vibe, where locals and travelers alike mingle to enjoy the colorful community offerings.<br /><br />The most popular dining and shopping hot spots in Hillcrest are concentrated in ""The Village"" area that runs along Washington and University Avenues, between Fourth and Fifth Avenue. But there are plenty of hidden gems scattered throughout the neighborhood.<br /><br />Also home to San Diego's LGBT community, Hillcrest hosts a variety of events and festivals each year, including the festive Gay Pride Parade in the summer. Enthusiastic supporters of the arts, Hillcrest's LGBT community has helped launch a number of excellent restaurants, cafes, art galleries,"
2801479,"San Diego, Snowbirds Delight! Golf, Sunshine!","PLEASE READ:<br />Now booking  September and beyond.  Please send me a quick reservation request and note and I will get you approved for booking.   Not knowing  September through winter changes in guest's plans ,  availability  may open. I have reserved time not showing on my calendar so please reach out to me for current availability. Thanks to all my return guests!<br />Pets: on approval,  pet cleaning fee $100. <br />Two Cal King beds, in each bedroom with your own en-suite baths, airbeds avail.<br /><br /><b>The space</b><br />My house is a  two story townhome, with bedrooms upstairs. The entry on the first floor opens into a newly painted bright living room with a mid-century flair.  Enjoy the use of the living room, kitchen, washer and dryer, cable television with premium channels, high speed wireless internet and wireless printer. For business travelers there is a desk with privacy so you can work undistracted.  The sunroom, patio and bedroom boast a great view of the golf cour","Within 20-25 minutes you can visit beaches,  Balboa Park, San Diego Zoo, Sea World, Wild Animal Park, Little Italy, Gaslamp District, Golf, swim, tennis 5 minutes! LEGO land, Wineries, Casinos 20-30 minutes. Uber and lift available.<br /><br />Gym, grocery stores, eateries within 5 minutes!"
2812322,Gorgeous master bed with ensuite,"Spacious modern master bedroom with walk in closet and ensuite bathroom. <br /><br />A few blocks walk from the heart of North Park nightlife and restaurants but quiet enough for a good nights sleep.<br /><br /><b>The space</b><br />The bathroom is all new with Italian floor to ceiling tiles in the huge walk-in shower.<br /><br />Great fan for hot nights, and electric skylights that open for private daytime lounging.<br /><br />The house is a 1920s craftsman that I've been remodeling for the last 8 years. The extension is not finished but the front of the house is lovely with hardwood floors, and a porch area that is calm and a great place for a glass of wine in the evening.<br /><br />The other 2 rooms may be occupied by guests and they have their own bathroom.<br /><br />You may share the living room, dining room, kitchen and laundry.<br /><br />I love to cook and built the kitchen myself. You may use my utensils and cookware. I recommend going to the farmer's market on Thursday (2 b",
2842251,Lovely Guesthouse in garden setting,"Centrally located in a beautiful community 5 minutes drive from restaurants, pubs, shops, library, SDSU. 15 minutes drive to beaches, downtown, military bases, Balboa Park. Great outdoor family space w/patio, BBQ, salt water/solar heated pool & hot tub and gardens.  Central A/C and heat. Books and games for all members of the family.  Relax w/SMORS and drinks in the evening around the fire pit table : )<br /><br /><b>The space</b><br />Our spacious guest house was built in 1940 and completely renovated in 2012.  It sits 17 feet next to the main house with the front door facing the main house on a double sized lot in the neighborhood of Talmadge.  <br /><br />Through the dutch door entry is a living room with vaulted ceiling, ceiling fans, hardwood floors, lots of windows, built-in bookshelves, fireplace, and piano. Bookshelves are filled with paperback best sellers of all genres as well as children's books and games.  It is beautifully furnished with comfortable sofa and dining table t","Talmage is a quiet neighborhood of nicely landscaped homes. We have many friendly neighbors walking their dogs and children in the neighborhood.  During the summer, we have a neighborhood block party,  Fourth of July parade of neighbors, and weekly Thursday food truck events within the neighborhood."
2847699,"San Diego central, Mission Hills with parking","Welcome to Lark Street Cottage.A Charming and Lovingly maintained place in a historical neighborhood  w/driveway parking next to a private street entrance, full kitchen, full bath. Plush queen size bed, couch, flat screen television and washer/dryer. One free parking spot next to entrance.<br />Close to many attractions. <br />Inside the place find genuine 1920's kitchen, mostly original doors, cabinets, counter top and windows.<br /><br /><b>The space</b><br />Welcome to Lark Street Cottage during your visit to San Diego. It is located in the Convenient Central neighborhood of Mission Hills. Close to so much: San Diego International Airport, Dining, Shops, Public Transportation, Services and Local Attractions.<br />The studio apartment is a private unit in two unit duplex. The driveway parking is next to the entrance. There is two steps up to the front door porch. The place includes parking for one car off-street in the driveway right next to the front entrance. There is a security sc",This a residential neighborhood. It is a tight knit and family oriented neighborhood. There is a neighborhood park within one block.
2872652,Quiet Central Mid-Century Bungalow,"Mid-century bungalow, in a quiet, serene setting with views of the bay, and city. Enjoy sunset BBQs on the patio with soft harbor breezes and the convenience of an extremely central location. Plenty of parking in driveway or on our quiet street.<br /><br />Our ideal guests are quiet, and looking for longer term stays.<br /><br /><b>The space</b><br />Our home is a modest mid-century bungalow in the central neighborhood of South Mission Hills which is characterized by steep canyons, and views of the headlands and harbor.  It is a 3 bedroom, 2 Bath, in one of San Diego's  safest, & most central neighborhoods within the City.  <br /><br />It has a full kitchen, washer/dryer, clean sheets, towels, hair dryer, gas BBQ grill, central heat, cable including HBO, and Wi-Fi. <br /><br />There is limited AC in 2 bedrooms. The house can accommodate 6 adults with 1 King bed, and 1 Queen bed, and 1 Double Bed. There is a single chaise lounge that folds out to a bed, but it is not quite the size of a","We feel really lucky to live here.  It's one of San Diego's oldest neighborhoods, and very charming.  It is technically called Middletown, because it's between Downtown and Uptown making it extremely convenient and central to San Diego, however residents call it South Mission Hills.<br /><br />The neighborhood is eclectic homes nestled into canyons looking out to the harbor and city. It has very steep hills, and great vistas.  If on foot, you will burn a few calories walking around the streets!<br /><br />Next door to us are million dollar homes, and the neighborhood is nice for morning or evening walks either for exercise, or to see one of San Diego's best views.  <br /><br />Just down the canyon (about a 5 minute walk) is a collection of restaurants and bars known as International Restaurant Row, because there is something for everyone. Please see my guidebook for details, but with options like Thai, Mexican, English Pub, Craft beer, fresh Seafood, or California Cuisine paired with C"
2877472,"Book Summer reservations , 2 car parking,  gated","Location<br />We are close to everything that you want at Mission Beach.Beach on one side and Bay on the other. Close to restaurants ,nightlife & shopping with our own coffee shop on the premises. Newer condo with everything you need & 2 parking spots.<br /><br /><b>The space</b><br />Imagine yourself deciding, bayside or beachside? This beautiful, new condo is located on a gorgeous peninsula with the quiet, peaceful bay 80 steps away in one direction and the crashing ocean waves a couple short beach blocks away in the other direction.<br /><br />Both the bay and beach host miles of nice boardwalk for walking, biking, and rollerblading. There are many wonderful restaurants for breakfast lunch and dinner and numerous boutique shops on the same street! <br /><br />Join the people strolling on the boardwalk or rent a bike to ride on miles and miles of paths along the bay and oceanfront. Try out the boogie boards we provide or just take one of our beach chairs & umbrellas to the sand and r","We are close to everything in Mission and Pacific Beach.<br />We are in the heart of restaurants, nightlife & shopping.We have a great coffee shop on the premises.<br />Of course there is also the beach & bay minutes away"
2886805,Del Mar-Light and Bright TownHome,"Great community about 2 miles away from Del Mar beach and Race Track! 2 bed and 2.5 bath. Community has pool, hot tub, tennis, and work-out room  Nice size back patio with BBQ. High ceiling. hardwood floor! Del mar Highland and Torrey Pines close by<br /><br /><b>The space</b><br />Great location and a wonderful community. You will fell like you are on vacation for sure.  <br /><br />Pool, hot tube, work out room, and tennis courts<br /><br />I will check you in and be there if you need something.<br /><br />Very close to everything.  Got shopping close to the beach and del mar race track.  Only 15 minutes also from downtown! Awesome location.<br /><br />Train is not that far. Uber is always a great option.<br /><br />I am really looking for nice people to stay in my house!  I do want my guest tio enjoy themselves but I want to make sure that there are going to be no wild parties. Guest that are stay at my home for 30 days or over are responsible for their use of gas, electric, and wat",Very close to everything.  Got shopping close to the beach and del mar race track.  Only 15 minutes also from downtown! Awesome location.
2886898,San Diego Historic Victorian Private 3-Room Suite,"Beautiful suite with bedroom, private bath and TV lounge in San Diego's historic neighborhood overlooking Downtown.  Bon Appetit award winning kitchen and featured SD Home and Garden home located on same block as PETCO Park and San Diego Library.<br /><br /><b>The space</b><br />This is a great up and coming historic neighborhood experience with easy access to East Village and Gas Lamp District in Downtown San Diego. Catch a Padres baseball game, visit our new stunning library, trolley access to Balboa Park and stunning San Diego harbor views.<br /><br /><b>Guest access</b><br />Bedroom, bathroom with claw foot tub, TV lounge room, laundry room and  kitchen with views of Downtown skyline.<br /><br /><b>Other things to note</b><br />All water throughout home is filtered. Raised garden beds which guest can harvest.",Sherman Heights right next to East Village in Downtown San Diego is  a residential community with historic Victorian homes. This location give the traveler a nice option to be in a quieter environment with all the excitement Downtown has to offer just minutes away.
2902779,P BEACH 2 bed house Oceanview deck,"We have instituted Airbnb’s suggested cleaning protocols in response to Covid19. <br /><br />Walk to the beach or bay, restaurants or shopping, from this charming 2 bedroom 1 bath house.  Hardwood floors, gourmet kitchen and cool breezes throughout.  Great front yard gated garden with dining area. Use of amazing OCEANVIEW roof top deck and yard with hammock. No smoking on the property.<br /><br /><b>The space</b><br />We have instituted Airbnb’s suggested cleaning protocols in response to Covid19. <br /><br />This is my home, which I will be renting while out of town.  There is a new Cal King bed in the master bedroom. It has high end furnishings, nice artwork, a 55 inch flat screen tv, plus an amazing array of kitchen gadgets, and a huge french door fridge.  <br /><br />The best bits are of course the outside amenities.  There is a gated enclosed garden/courtyard in front of the house for your exclusive use.  And the fabulous oceanview roof top deck. It has a complete outdoor kitchen ","I love that you can walk to anything of interest in Pacific Beach, including the beach and the bay. It is quiet here and there is a great sea breeze to keep you cool. Much fun can be had when taking bikes or walking and going to the beach for volleyball, boogie boarding or just walking/riding the board walk.  Pacific Beach is close to everything you want to see and do."
2910056,OB Condo walk to the beach,"2 Blocks from beach, this new condo, spacious 2 bd 1 ba  with shower and tub, bamboo floors, back patio with barbecue, new pillow top mattresses, Cable/Internet. O.B. is a kick back, throw back place no  loud people/parties.<br /><br /><b>The space</b><br />This condo was completely remodeled in 2008 with beautiful bamboo floors, new  carpet in rooms that was installed 6 months ago, a quaint  patio with a BBQ, all new stainless steal appliances, gas range, washer and dryer. This is a quiet, kick back condo 2 blocks from Newport street which is full of fun bars, cafes, restaurants, boutique and antique shopping, surf shops and more. 2 blocks from the beaches and a short pleasant walk to Sunset Cliffs Park which are beautiful bluff with walking and bike trails along the water. <br /><br /><br />2 bedroom 1 bath condo,kitchen bath etc.<br /><br />Street parking only however a spot can be reserved for an extra fee if needed. Street parking on and near this block is generally open.<br /><br","Ocean Beach is known to be one of the most fun, relaxing and entertaining beach towns that still exist today. There is truly anything for anyone to do in this beautiful town. There are many great beaches that provide safe swimming and sun bathing. There are many great surfing spots that range for beginners who are learning to well experienced surfers. There are bike paths and walking trails along the beautiful sunset cliffs, which an unbelievable place to watch an actual sunset. Newport street as all of the fun bars, restaurants, shops and cafes, etc. there are yoga studios, a fishing pier, organic co-op and any type of restaurant you may think of. The beauty of all of these activities is that it isn't too hectic and over populated like near by beach towns. There is still plenty of late night fun for younger crowds but you wont be bothered or kept up at night if that's not your scene. Plus everything is in walking distance, from the beach to the market and coffee shops to you next dinn"
2927366,Clean and Safe Getaway exclusively for families,"I am excited to share my home but please note, this is exclusively for families or conventions. Most adults must be over 35. NO SINGLES GROUPS ALLOWED. IDEALLY LOCATED TO ALL MAJOR ATTRACTIONS, CONVENTION CENTER AND BEACHES. Why would you want to stay in a hotel when you could share this beautiful 4 bedroom 2 bath home w/ your family or convention group in the trendy neighborhood of South Park? 3 rooms have queen size beds and 1 is all set up for the kids with a bunk bed that sleeps 2.<br /><br /><b>The space</b><br />100% non smoking property in the heart of South Park which is one of the most sought after neighborhoods in San Diego. There are several restaurants, shops and bar with in walking distance. You are minutes to the Gaslamp Distict, 5 minutes from Balboa Park and the San Diego Zoo, 10 minutes to the beach, 10 minutes to Coronado, 1 hour and 15 minutes from Disneyland, 30 minutes to Legoland, 15 minutes to Seaworld and 30 minutes to the Wild Animal Park. This home is also loc","This beautiful 4 bedroom 2 bath home is 100% non smoking property is near several restaurants, shops, bars and pubs all within walking distance. South Park boasts one of the most famous pubs called Hamiltons, the iconic Buona Forchetta and many other local pubs and eateries. The residents are all extremely friendly and the sense community is wonderful."
2929077,"Gaslamp Loft, Gigabit WiFi, Fees refunded for GSA","Stunning floor to ceiling windows, gigabit WiFi, Pool, Spa, Gym, Parking, and walking distance to everything. This upscale loft is the corner unit on 6th and Market which is the heart of downtown San Diego Gaslamp district.<br /><br /><b>The space</b><br />Bright and Airy loft with rare  150 square foot private patio overlooking the very heart of San Diego. Luxury Linens, High Quality Mattresses, Pots, Pans, Spices and stocked. Safe and Secure Building on a lively historic street. Upper loft area has extra sleeping accommodations and space for lounging.<br /><br /><b>Guest access</b><br />The whole place is yours plus access to the heated pool, spa, pool table, gym, community room, your designated parking space and tons of extras!<br /><br /><b>Other things to note</b><br />This incredible Loft and full access to building amenities are yours for the entirety of your stay. Owner Insurance:  Occupants or guests' personal property, including  vehicles, are not insured by Owner.  Owner doe","The Gaslamp Quarter is a lively downtown neighborhood, known for its nightlife. Clubs, dive bars and cocktail lounges draw a young crowd, while the Spreckels and Balboa theaters have diverse programs of music, comedy and drama. There's a mix of chain and independent restaurants in the area, with many global options. Horton Plaza Park has grassy lawns, ice cream and coffee vendors, and an interactive fountain."
2934995,Spacious and lofty 3 bedroom with A/C & Extra Den!,"This condo is beautiful and bright!  It is  a breath of fresh air on the vacation rental market! All appliances and furnishings are well taken care of and like new!  Once inside let the relaxing vacation begin! This is the top unit of a 2 unit building.  Both units of this duplex home can be rented together to make it one big 5 bedroom vacation home!<br /><br /><b>The space</b><br />There's tons of entertainment within walking distance.  You can stroll (5 min walk) to Belmont Park, ride the Roller Coaster, buy some cotton candy and play carnival/arcade games. Bring your kids with their friends, this condo sleeps 8. It is conveniently located off of Mission Blvd just steps to the Ocean's surf or to the peaceful sands of the Bay!  Plus only minutes from the airport. You're relaxing vacation begins the minute you walk in the door! With the comfort of cozy furnishings and amenities you will feel like you're at home. It's fully equipped for vacation fun!<br /><br />Upgraded features include","Mission Beach is a laid-back neighborhood whose 2 miles of sandy shores attract surfers, sunbathers and volleyball players. Locals and visitors alike enjoy the paved walking and biking paths that curl around Mission Bay, a popular spot for water sports and family beach days. Casual cafes and eateries line Mission Boulevard, the single road that runs between the Pacific Ocean and Mission Bay. Nearby Belmont Park has tons of dining and entertainment options for all ages in addition to the world-famous Mission Beach boardwalk and Giant Dipper Roller Coaster! Just blocks away from the ocean and bay, you’ll experience the best of the beach!<br /><br />Be sure to check out all San Diego has to offer! You will find yourself centrally located in America’s Finest City with convenient access to the county's most excellent attractions including the world famous San Diego Zoo and Wild Animal Park, Balboa Park, Seaport Village and Harbor, prestigious La Jolla, historic Gaslamp Quarter and much more"
2934998,"Just remodeled! Pools, Sauna, Gym! Beach close!","Deep cleaned and remodeled! August 2020 every room was freshly painted and flooring was replaced. Each rental receives new pillows and beds and furniture are sanitized. Pools are open! <br /><br />Two story townhome in very convenient location. Less than a mile from freeway access, 5 minute drive to Pacific Beach, La Jolla cove, Mission Beach, and less than 15 minute drive to downtown San Diego. 3 pools, gym, and sauna. Peaceful gated community with parking space inside.<br /><br /><b>The space</b><br />If you need a longer stay beyond what my calendar shows available, message me and I will try to accommodate it. This is a monthly rental, no additional discounts are given. <br /><br />Beautiful two story townhome with expensive upgrades throughout. Bottom floor has wood floors, new couch, Apple TV, private patio, fully stocked kitchen, and half bath with washer and dryer. There are large flat screen TV's in bedroom 1 and the living room. Bedroom 1 has a queen bed with brand new mattres","Close to anything needed including beaches, freeways, and shopping. Fire station down the street, safe neighborhood, and five minutes to local hospital. <br /><br />To get to Pacific Beach:<br />Exit right through gate and turn left at first stop (Derrick)<br />Turn left at next light (Genessee)<br />Turn right at next light (Balboa)<br />Follow Balboa until you hit the sand! <br /><br />Turning left at the end of the road at the beach takes you to Mission beach, turning right takes you to La Jolla Shores. <br /><br />You can walk to Tecolote Canyon and the nature center for hiking, and you are within a short drive to the Del Mar Fairgrounds, Del Mar Racetrack, and a short drive to Sea World."
